MANTER/TIRAR;Familia;Codigo;Descricao (PT);Categoria;Headtop?;Motorizado(PAPR);Ar Mandado(SAR);Atividades;Certificacao;Pagina;Imagem;OBS / ITENS FALTANDO
;Z4;16-901;Kit de Iluminação para Capacete Vision-Link - inclui 09-510-RAW, 16-918 e 15-839.;Accessory;SIM;SIM;;solda;309;;assets/produtos/16-901.jpg;
;Z4;16-922;Sistema de Comunicação Interno do Capacete Comms-Link (Não IS) - inclui 16-529 e 09-913. Adaptador de rádio vendido separadamente.;Accessory;SIM;SIM;;solda;309;;assets/produtos/16-922.jpg;
;Z4;18-524;Protetores Auriculares Quiet-Slim;Accessory;SIM;SIM;;solda;EN352-1;p.33;assets/produtos/18-524.jpg;
;Z4;18-600;Bolsa de Transporte RPB;Accessory;SIM;SIM;;solda;309;;assets/produtos/18-600.jpg;
;ZLINK;04-831;Tubo de Respiração PAPR;Consumable;SIM;SIM;;;167;;assets/produtos/04-831-PX5-Breathing-Tube.jpg;
;ZLINK;04-833;Tubo de Respiração SAR;Consumable;SIM;;SIM;;167;;assets/produtos/04-833-SAR-Breathing-Tube.jpg;
;ZLINK;04-841;Tubo de Respiração PAPR Curto - para conjunto mochila.;Consumable;SIM;SIM;;;167;;assets/produtos/04-841.jpg;
;ZLINK;04-852;Capa do Tubo de Respiração Tychem - tubo de respiração não incluído.;Accessory;SIM;SIM;SIM;;130;;assets/produtos/04-852-Tychem-Breathing-Tube-Cover.jpg;
;ZLINK;04-854;Capa do Tubo de Respiração FR - tubo de respiração não incluído.;Accessory;SIM;SIM;SIM;;130;;assets/produtos/04-854.jpg;
;ZLINK;04-855;Capa do Tubo de Respiração Aluminizada - tubo de respiração não incluído.;Accessory;SIM;SIM;SIM;;130;;assets/produtos/04-855-High-Heat-Aluminium-Breathing-Tube-Cover.jpg;
;ZLINK;04-856;Manga Descartável/Descontaminação do Tubo de Respiração (pct 10) - tubo de respiração não incluído.;Accessory;SIM;SIM;SIM;;130;;assets/produtos/04-856.png;
;ZLINK;04-872;Capa Curta do Tubo de Respiração Tychem - para conjunto mochila, tubo de respiração não incluído.;Accessory;SIM;SIM;;;130;;assets/produtos/04-872.jpg;
;ZLINK;04-874;Capa Curta do Tubo de Respiração FR - para conjunto mochila, tubo de respiração não incluído.;Accessory;SIM;SIM;;;130;;assets/produtos/04-874.jpg;
;ZLINK;04-875;Capa Curta do Tubo de Respiração Aluminizada - para conjunto mochila, tubo de respiração não incluído.;Accessory;SIM;SIM;;;130;;assets/produtos/04-875.jpg;
;ZLINK;09-050;Carregador de Bateria de Duas Baias;Vision-Link Part;SIM;SIM;;;167;;assets/produtos/09-050.jpg;
;ZLINK;09-055;Bateria de Íon de Lítio;Vision-Link Part;SIM;SIM;;;167;;assets/produtos/09-055.jpg;
;ZLINK;09-913;Botão Push-to-Talk (PTT);Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-913-L.jpg;
;ZLINK;09-930;Cabo de Conexão Motorola - dois pinos.;Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-930.jpg;
;ZLINK;09-931;Cabo de Conexão Motorola - multipinos.;Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-931.jpg;
;ZLINK;09-932;Cabo de Conexão Motorola - multipinos.;Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-932.jpg;
;ZLINK;09-933;Cabo de Conexão Kenwood - dois pinos.;Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-933-2.jpg;
;ZLINK;09-934;Cabo de Conexão Motorola - multipinos.;Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-934.jpg;
;ZLINK;09-935;Cabo de Conexão Motorola - pino único.;Comms-Link Part;SIM;SIM;SIM;;167;;assets/produtos/09-935.jpg;
;ZLINK;15-839;"Suporte de Mandíbula - para Z-Link, Z4; parafuso não incluído.";Vision-Link Part;SIM;SIM;SIM;;167;;assets/produtos/15-839.jpg;
;ZLINK;16-010-11-CE;"Respirador Z-Link - Vedação Facial FR; inclui lente de segurança e tubo de respiração PX5.";Headtop - Powered Air;SIM;SIM;;solda fundicao fabricacao quimica pintura construcao mineracao;"EN12941 TH2; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-010-11-CE.jpg;
;ZLINK;16-010-12-CE;"Respirador Z-Link - Vedação Facial Tychem 2000; inclui lente de segurança e tubo de respiração PX5.";Headtop - Powered Air;SIM;SIM;;solda fundicao fabricacao quimica pintura construcao mineracao;"EN12941 TH2; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-010-12-CE.jpg;
;ZLINK;16-010-21-CE;"Respirador Z-Link - Capa de Ombro FR; inclui lente de segurança e tubo de respiração PX5.";Headtop - Powered Air;SIM;SIM;;solda fundicao fabricacao quimica pintura construcao mineracao;"EN12941 TH3; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-010-21-CE.jpg;
;ZLINK;16-010-24-CE;"Respirador Z-Link de Calor Radiante; inclui lente de segurança, capa de ombro/superior/traseira/capa do tubo de respiração aluminizadas e tubo de respiração PX5. Lente dourada vendida separadamente.";Headtop - Powered Air;SIM;SIM;;FUNDICAO;"EN12941 TH3; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-010-24-CE.jpg;
;ZLINK;16-010-31-CE;"Respirador Z-Link - Vedação de Queixo Zytec FR; inclui lente de segurança e tubo de respiração PX5.";Headtop - Powered Air;SIM;SIM;;solda fundicao fabricacao quimica pintura construcao mineracao;"EN12941 TH2; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-010-31-CE.jpg;
;ZLINK;16-020-11;"Respirador Z-Link SAR - Vedação Facial FR; inclui lente de segurança, indicador de baixo fluxo e tubo de respiração SAR. Dispositivo de fluxo vendido separadamente.";Headtop - Supplied Air;SIM;;SIM;solda fundicao fabricacao quimica pintura construcao mineracao;"EN14594 3B; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-020-11.jpg;
;ZLINK;16-020-12;"Respirador Z-Link - Vedação Facial Tychem 2000; inclui lente de segurança, indicador de baixo fluxo e tubo de respiração SAR. Dispositivo de fluxo vendido separadamente.";Headtop - Supplied Air;SIM;;SIM;solda fundicao fabricacao quimica pintura construcao mineracao;"EN14594 3B; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-020-12.jpg;
;ZLINK;16-020-21;"Respirador Z-Link - Capa de Ombro FR; inclui lente de segurança, indicador de baixo fluxo e tubo de respiração SAR. Dispositivo de fluxo vendido separadamente.";Headtop - Supplied Air;SIM;;SIM;solda fundicao fabricacao quimica pintura construcao mineracao;"EN14594 3B; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-020-21.jpg;
;ZLINK;16-512;Kit de Fixador de Velcro Resistente ao Calor;Part;SIM;SIM;SIM;fundicao;130;;assets/produtos/16-512.jpg;
;ZLINK;16-514;Conjunto da Mandíbula - inclui parafusos e 16-515.;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-514.jpg;
;ZLINK;16-515;Vedação da Lente - para conjunto da mandíbula.;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-515.jpg;
;ZLINK;16-516;Suporte de Protetor Auricular Quiet-Link - par, inclui parafusos.;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-516-Edited-27.jpg;
;ZLINK;16-516-1;Suporte de Protetor Auricular Quiet-Link com Retentor de Capa - par, inclui parafusos.;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-516-Edited-27.jpg;
;ZLINK;16-518;Clipe Traseiro da Capa;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-518-Edited-42.jpg;
;ZLINK;16-519;Adaptador de Entrada de Ar;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-519-Z-Link-T-Link-Air-Inlet-Adapter.jpg;
;ZLINK;16-520-S;Sistema de Acolchoamento Lateral Comfort-Fit;Accessory;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;130;;assets/produtos/16-520-S.jpg;
;ZLINK;16-520-S;Sistema de Acolchoamento Lateral Comfort-Fit;Accessory;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-520-S.jpg;
;ZLINK;16-520-T;Sistema de Ajuste;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-520-T.jpg;
;ZLINK;16-521;Absorvedor de Impacto;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-521.jpg;
;ZLINK;16-522;Almofada de Conforto;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-522.jpg;
;ZLINK;16-523;Direcionador de Ar;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-523.jpg;
;ZLINK;16-525;Suporte do Arnês de Cabeça e Direcionador de Ar;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-525.jpg;
;ZLINK;16-526;Almofada Frontal da Faixa de Cabeça;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-526-Edited-7.jpg;
;ZLINK;16-527;Molduras de Acolchoamento Lateral Comfort-Fit;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-527-2.jpg;
;ZLINK;16-528;Almofadas de Espuma Comfort-Fit - par.;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-528-2.jpg;
;ZLINK;16-529;Clipe Retentor de Comunicação;Comms-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-529.jpg;
;ZLINK;16-530;Conjunto de Catraca do Arnês de Cabeça;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-530-Z-Link-Head-Harness-Ratchet-Assembly.jpg;
;ZLINK;16-531;Conjunto do Arnês de Cabeça - inclui 16-530.;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-531-L.jpg;
;ZLINK;16-611;Visor;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-611-3-L.jpg;
;ZLINK;16-616;Conjunto do Pivô;Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-616-Edited-29.jpg;
;ZLINK;16-670;Visor de Solda Z-Link+ - inclui lente ADF 1/1/1/2.;Accessory;SIM;SIM;SIM;solda;"EN379; EN175";p.23;assets/produtos/16-670-Z-Link-Weld-Visor.jpg;
TIRAR;ZLINK;16-671;Visor de Solda Z-Link+ - lente ADF não incluída.;Part;SIM;SIM;SIM;solda;208;;assets/produtos/16-671-L.jpg;
;ZLINK;16-672;Retentor da Lente de Solda;Part;SIM;SIM;SIM;solda;208;;assets/produtos/16-672-adj-L.jpg;
;ZLINK;16-673;Clipes de Fixação e Molas do Visor de Solda Z-Link+;Part;SIM;SIM;SIM;solda;208;;assets/produtos/16-673-2-R.jpg;
;ZLINK;16-675-GTIR5;"Visor Dourado de Calor Radiante - IR5 - Reposição; inclui clipe de cobertura e conjunto retentor.";Consumable;SIM;SIM;SIM;fundicao;EN166;p.25;assets/produtos/16-675-gtir5.jpg;
;ZLINK;16-675-IR5;"Visor Dourado de Calor Radiante - Incolor - Reposição; inclui clipe de cobertura e conjunto retentor.";Consumable;SIM;SIM;SIM;fundicao;EN166;p.25;assets/produtos/16-675-ir5.jpg;
;ZLINK;16-675-IR5;"Visor IR5 - Reposição; inclui clipe de cobertura e conjunto retentor.";Consumable;SIM;SIM;SIM;fundicao;EN166;p.25;assets/produtos/16-675-ir5.jpg;
;ZLINK;16-711;Vedação Facial Zytec FR;Consumable;SIM;SIM;SIM;fabricacao solda;208;;assets/produtos/16-711.jpg;
;ZLINK;16-712;Vedação Facial Tychem 2000;Consumable;SIM;SIM;SIM;pintura saude farmaceutica;208;;assets/produtos/16-712.jpg;
;ZLINK;16-721;Capa de Ombro Zytec FR;Consumable;SIM;SIM;SIM;fabricacao solda;208;;assets/produtos/16-721-Z-Link-Zytec-FR-Shoulder-Cape.jpg;
;ZLINK;16-723;Capa de Ombro Tychem 4000;Consumable;SIM;SIM;SIM;pintura saude farmaceutica;208;;assets/produtos/16-723.jpg;
;ZLINK;16-724;Capa de Ombro Aluminizada;Consumable;SIM;SIM;SIM;fundicao;130;;assets/produtos/16-724-RH-Aluminized-Shoulder-Cape.jpg;
;ZLINK;16-724;Capa de Ombro Aluminizada;Consumable;SIM;SIM;SIM;fundicao;208;;assets/produtos/16-724-RH-Aluminized-Shoulder-Cape.jpg;
;ZLINK;16-731;Vedação de Queixo Zytec FR;Consumable;SIM;SIM;SIM;fabricacao solda;208;;assets/produtos/16-731-DSC-0009.jpg;
;ZLINK;16-744;Capa Superior Aluminizada;Consumable;SIM;SIM;SIM;fundicao;130;;assets/produtos/16-744.jpg;
;ZLINK;16-754;Capa Traseira Aluminizada;Consumable;SIM;SIM;SIM;fundicao;130;;assets/produtos/16-754-High-Heat-Alumized-Rear-Cover.jpg;
;ZLINK;16-810;"Lente de Segurança - Incolor - Unitária; antiembaçante/antirrisco.";Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;EN166;p.25;assets/produtos/16-810.jpg;
;ZLINK;16-810-IR5;"Lente de Segurança - Tonalidade IR, Tom 5; antirrisco.";Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;EN166;p.25;assets/produtos/16-810-ir5.jpg;
;ZLINK;16-810-MT;"Lente de Segurança - Tonalidade Espelhada; antiembaçante/antirrisco.";Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;EN166;p.25;assets/produtos/16-810-MT.jpg;
;ZLINK;16-810-ST;"Lente de Segurança - Tonalidade Fumê; antiembaçante/antirrisco.";Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;EN166;p.25;assets/produtos/16-810-ST.jpg;
;ZLINK;16-810-YT;"Lente de Segurança - Tonalidade Amarela; antiembaçante/antirrisco.";Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;EN166;p.25;assets/produtos/16-810-yt.jpg;
;ZLINK;16-811;Lente Descartável Tear-Off (pct 50);Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-811.jpg;
;ZLINK;16-817;Lente Cassete para Z-Link (pct 10), 7 camadas;Consumable;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-817.jpg;
;ZLINK;16-871;Filtro de Autoescurecimento RPB (ADF) - 1/1/1/2, EN379, EN175.;Part;SIM;SIM;SIM;solda;208;;assets/produtos/16-871-Z4-RPB-ADF.jpg;
;ZLINK;16-872;Lente de Impacto de Solda ADF/Tom Fixo (pct 10);Consumable;SIM;SIM;SIM;solda;167;;assets/produtos/16-872.jpg;
;ZLINK;16-872-AL;Lente de Impacto de Solda ADF – Revestida de Alumínio - calor radiante.;Consumable;SIM;SIM;SIM;solda;167;;assets/produtos/16-872-al.jpg;
;ZLINK;16-873;Lente Traseira de Solda ADF (pct 10);Consumable;SIM;SIM;SIM;solda;167;;assets/produtos/16-873.jpg;
;ZLINK;16-874;Lente Protetora para Lente de Impacto Revestida de Alumínio (pct 10);Consumable;SIM;SIM;SIM;solda;167;;assets/produtos/16-874.jpg;
;ZLINK;16-875;Conjunto de Suporte de Lente de Aumento;Part;SIM;SIM;SIM;solda;208;;assets/produtos/16-875.jpg;
;ZLINK;16-876;Clipe para Lente de Solda;Part;SIM;SIM;SIM;solda;208;;assets/produtos/16-876.jpg;
;ZLINK;16-877;Moldura Adaptadora para Lente de Solda de Tom Fixo 110x90;Part;SIM;SIM;SIM;solda;167;;assets/produtos/16-877.jpg;
;ZLINK;16-877-(5,8,9,10,11,12);Lente de Solda de Tom Fixo - disponível em 5, 8, 9, 10, 11 e 12.;Consumable;SIM;SIM;SIM;solda;167;;assets/produtos/16-877-5-8-9-10-11-12.jpg;
;ZLINK;16-878;Lente Traseira de Solda de Tom Fixo (pct 10);Consumable;SIM;SIM;SIM;solda;167;;assets/produtos/16-878.jpg;
;ZLINK;16-901;Kit de Iluminação para Capacete Vision-Link - inclui 09-510-RAW, 16-918 e 15-839.;Accessory;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;130;;assets/produtos/16-901.jpg;
;ZLINK;16-910;Conjunto do Corpo da Luz LED - bateria e carregador não incluídos.;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-910.jpg;
;ZLINK;16-913;Carenagem Traseira;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-913.jpg;
;ZLINK;16-915;Vedação da Carenagem;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-915.jpg;
;ZLINK;16-916;Lente Protetora;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-916.jpg;
;ZLINK;16-917;Trava;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-917.jpg;
;ZLINK;16-918;"Suporte de Mandíbula - para T-Link; inclui parafuso.";Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-918.jpg;
;ZLINK;16-919;Alavanca de Trava QR;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-919.jpg;
;ZLINK;16-922;Sistema de Comunicação Interno do Capacete Comms-Link (Não IS) - inclui 16-529 e 09-913. Adaptador de rádio vendido separadamente.;Accessory;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;130;;assets/produtos/16-922.jpg;
;ZLINK;16-923;Pino da Dobradiça;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-923.jpg;
;ZLINK;16-926;Conjunto da Alavanca de Trava - inclui 16-919.;Vision-Link Part;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;167;;assets/produtos/16-926.jpg;
;ZLINK;16-930;Indicador de Baixo Fluxo;Part;SIM;;SIM;fabricacao pintura solda fundicao saude farmaceutica;208;;assets/produtos/16-930.jpg;
;ZLINK;18-533;Protetores Auriculares para Capacete Quiet-Link - inclui suporte de suspensão 18-535.;Accessory;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;EN352-3;p.23;assets/produtos/18-533.jpg;
;ZLINK;18-535;Suportes de Suspensão Quiet-Link;Accessory;SIM;SIM;SIM;fabricacao pintura solda fundicao saude farmaceutica;130;;assets/produtos/18-535.jpg;
;;;;;;;;;;;;
ADICIONAR ABAIXO ↓ (codigo, descricao, etc):;;;;;;;;;;;;
;Z4;15-010-11-CE;Respirador Z4 - Vedação de ombro FR com protetores auriculares Quiet-Slim. Lente ADF e tubo de respiração incluídos.;Headtop Package;SIM;SIM;;solda  fabricacao;"EN12941 TH2; EN166 1B; EN352-1; EN812 optional";p.33;assets/produtos/15-000-21-CE.jpg;
;ZLINK;16-000-24-CE;"Respirador Z-Link de Calor Radiante; inclui lente de segurança, capa de ombro/superior/traseira/capa do tubo de respiração aluminizadas e tubo de respiração SAR. Lente dourada vendida separadamente.";Headtop - Powered Air;SIM;;SIM;fundicao;"EN12941 TH3; EN166 1BT 9 3; EN397";p.21;assets/produtos/16-010-24-CE.jpg;
